County,County Code,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Benton County, AR",5007.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Craighead County, AR",5031.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Pulaski County, AR",5119.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Pulaski County, AR",5119.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Saline County, AR",5125.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Washington County, AR",5143.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Alameda County, CA",6001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,141.0
"Alameda County, CA",6001.0,2006.0,All other drug-induced causes,D9,19.0
"Butte County, CA",6007.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"Contra Costa County, CA",6013.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0
"El Dorado County, CA",6017.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Fresno County, CA",6019.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0
"Fresno County, CA",6019.0,2006.0,All other drug-induced causes,D9,11.0
"Humboldt County, CA",6023.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Imperial County, CA",6025.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Kern County, CA",6029.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0
"Lake County, CA",6033.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Los Angeles County, CA",6037.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,563.0
"Los Angeles County, CA",6037.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,26.0
"Los Angeles County, CA",6037.0,2006.0,All other drug-induced causes,D9,138.0
"Madera County, CA",6039.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Marin County, CA",6041.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"Mendocino County, CA",6045.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Monterey County, CA",6053.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"Nevada County, CA",6057.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Orange County, CA",6059.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,180.0
"Orange County, CA",6059.0,2006.0,All other drug-induced causes,D9,21.0
"Placer County, CA",6061.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0
"Riverside County, CA",6065.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,147.0
"Riverside County, CA",6065.0,2006.0,All other drug-induced causes,D9,25.0
"Sacramento County, CA",6067.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,163.0
"Sacramento County, CA",6067.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,23.0
"Sacramento County, CA",6067.0,2006.0,All other drug-induced causes,D9,22.0
"San Bernardino County, CA",6071.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"San Bernardino County, CA",6071.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"San Bernardino County, CA",6071.0,2006.0,All other drug-induced causes,D9,122.0
"San Diego County, CA",6073.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,245.0
"San Diego County, CA",6073.0,2006.0,All other drug-induced causes,D9,29.0
"San Francisco County, CA",6075.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,127.0
"San Francisco County, CA",6075.0,2006.0,All other drug-induced causes,D9,46.0
"San Joaquin County, CA",6077.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0
"San Joaquin County, CA",6077.0,2006.0,All other drug-induced causes,D9,15.0
"San Luis Obispo County, CA",6079.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"San Mateo County, CA",6081.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Santa Barbara County, CA",6083.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Santa Clara County, CA",6085.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,73.0
"Santa Clara County, CA",6085.0,2006.0,All other drug-induced causes,D9,10.0
"Santa Cruz County, CA",6087.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Shasta County, CA",6089.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0
"Solano County, CA",6095.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Sonoma County, CA",6097.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Stanislaus County, CA",6099.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Tulare County, CA",6107.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,47.0
"Tuolumne County, CA",6109.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Ventura County, CA",6111.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,70.0
"Adams County, CO",8001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"Arapahoe County, CO",8005.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0
"Boulder County, CO",8013.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Denver County, CO",8031.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,107.0
"Denver County, CO",8031.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,24.0
"Douglas County, CO",8035.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"El Paso County, CO",8041.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0
"El Paso County, CO",8041.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Jefferson County, CO",8059.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Larimer County, CO",8069.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Pueblo County, CO",8101.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Pueblo County, CO",8101.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Fairfield County, CT",9001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"Hartford County, CT",9003.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,89.0
"Hartford County, CT",9003.0,2006.0,All other drug-induced causes,D9,15.0
"Litchfield County, CT",9005.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"New Haven County, CT",9009.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,103.0
"New Haven County, CT",9009.0,2006.0,All other drug-induced causes,D9,11.0
"New London County, CT",9011.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Windham County, CT",9015.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Kent County, DE",10001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"New Castle County, DE",10003.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0
"District of Columbia, DC",11001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"District of Columbia, DC",11001.0,2006.0,All other drug-induced causes,D9,28.0
"Bay County, FL",12005.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Bay County, FL",12005.0,2006.0,All other drug-induced causes,D9,13.0
"Brevard County, FL",12009.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
"Brevard County, FL",12009.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Broward County, FL",12011.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,215.0
"Broward County, FL",12011.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Broward County, FL",12011.0,2006.0,All other drug-induced causes,D9,24.0
"Charlotte County, FL",12015.0,2006.0,All other drug-induced causes,D9,15.0
"Citrus County, FL",12017.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Clay County, FL",12019.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Collier County, FL",12021.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Duval County, FL",12031.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,124.0
"Duval County, FL",12031.0,2006.0,All other drug-induced causes,D9,12.0
"Escambia County, FL",12033.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Hernando County, FL",12053.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Hillsborough County, FL",12057.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,158.0
"Hillsborough County, FL",12057.0,2006.0,All other drug-induced causes,D9,12.0
"Indian River County, FL",12061.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Lake County, FL",12069.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Lee County, FL",12071.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Manatee County, FL",12081.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Marion County, FL",12083.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,55.0
"Martin County, FL",12085.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Miami-Dade County, FL",12086.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0
"Miami-Dade County, FL",12086.0,2006.0,All other drug-induced causes,D9,10.0
"Monroe County, FL",12087.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Okaloosa County, FL",12091.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Orange County, FL",12095.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0
"Osceola County, FL",12097.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Palm Beach County, FL",12099.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,162.0
"Palm Beach County, FL",12099.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,21.0
"Palm Beach County, FL",12099.0,2006.0,All other drug-induced causes,D9,18.0
"Pasco County, FL",12101.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81.0
"Pasco County, FL",12101.0,2006.0,All other drug-induced causes,D9,26.0
"Pinellas County, FL",12103.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,179.0
"Pinellas County, FL",12103.0,2006.0,All other drug-induced causes,D9,77.0
"Polk County, FL",12105.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,56.0
"St. Johns County, FL",12109.0,2006.0,All other drug-induced causes,D9,11.0
"St. Lucie County, FL",12111.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Santa Rosa County, FL",12113.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Sarasota County, FL",12115.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,76.0
"Sarasota County, FL",12115.0,2006.0,All other drug-induced causes,D9,13.0
"Seminole County, FL",12117.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Volusia County, FL",12127.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
"Walton County, FL",12131.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Barrow County, GA",13013.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Carroll County, GA",13045.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Catoosa County, GA",13047.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Chatham County, GA",13051.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cherokee County, GA",13057.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Clayton County, GA",13063.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cobb County, GA",13067.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"DeKalb County, GA",13089.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0
"Douglas County, GA",13097.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Floyd County, GA",13115.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Fulton County, GA",13121.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Fulton County, GA",13121.0,2006.0,All other drug-induced causes,D9,12.0
"Glynn County, GA",13127.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Gwinnett County, GA",13135.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Hall County, GA",13139.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Henry County, GA",13151.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Paulding County, GA",13223.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Richmond County, GA",13245.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Rockdale County, GA",13247.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Whitfield County, GA",13313.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Honolulu County, HI",15003.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Honolulu County, HI",15003.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Honolulu County, HI",15003.0,2006.0,All other drug-induced causes,D9,41.0
"Ada County, ID",16001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Kootenai County, ID",16055.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Cook County, IL",17031.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,705.0
"Cook County, IL",17031.0,2006.0,All other drug-induced causes,D9,22.0
"DuPage County, IL",17043.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0
"Kane County, IL",17089.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Lake County, IL",17097.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52.0
"LaSalle County, IL",17099.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"McHenry County, IL",17111.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Madison County, IL",17119.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0
"Peoria County, IL",17143.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"St. Clair County, IL",17163.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Will County, IL",17197.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Winnebago County, IL",17201.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38.0
"Allen County, IN",18003.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Clark County, IN",18019.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Delaware County, IN",18035.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Floyd County, IN",18043.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Hamilton County, IN",18057.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Henry County, IN",18065.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Howard County, IN",18067.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Howard County, IN",18067.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Johnson County, IN",18081.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"Lake County, IN",18089.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"La Porte County, IN",18091.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, IN",18095.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0
"Marion County, IN",18097.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0
"Marion County, IN",18097.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,79.0
"Porter County, IN",18127.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"St. Joseph County, IN",18141.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Vanderburgh County, IN",18163.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Wabash County, IN",18169.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Linn County, IA",19113.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Polk County, IA",19153.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0
"Scott County, IA",19163.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Johnson County, KS",20091.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"Sedgwick County, KS",20173.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,60.0
"Shawnee County, KS",20177.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Bell County, KY",21013.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Boone County, KY",21015.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Campbell County, KY",21037.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Clark County, KY",21049.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Daviess County, KY",21059.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Fayette County, KY",21067.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Floyd County, KY",21071.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Henderson County, KY",21101.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Jefferson County, KY",21111.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0
"Kenton County, KY",21117.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,27.0
"Knott County, KY",21119.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Laurel County, KY",21125.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"McCracken County, KY",21145.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0
"Madison County, KY",21151.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Perry County, KY",21193.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Pike County, KY",21195.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Pulaski County, KY",21199.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Whitley County, KY",21235.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Acadia Parish, LA",22001.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Bossier Parish, LA",22015.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Caddo Parish, LA",22017.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28.0
"Calcasieu Parish, LA",22019.0,2006.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Calcasieu Parish, LA",22019.0,2006.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,43.0
